score,review,y
2,개인적으로 강남에서 괜찮다는 음식점이 몇 없다 생각하지만 여기만큼은 최고라 했는데… 최근 방문했을 때 큰 실망을 함. 신촌황소곱창 매장 중 여기 지점이 가장 맛있었으나 이젠 가장 별로인 곳으로 남게 됨. 어떻게 이렇게 질기고 맛이 변할 수 있는지… 맛이 변한건지 아님 내가 하필 상태 별로인 날 방문을 한 건지. 아쉽습니다. ,0
3,아주머니가 처음부터 계속 손질해주시는데 타이밍 지나면 좀 타더라구요 손님 점점 많아지니까 테이블 신경 못써주심ㅠㅠ그래도 무난했어요,0
5,2번 갔는데 다 맛있었어요 주차도 돼서 편해요 밑반찬도 괜찮은 편,1
1,귀찮아서 리뷰 안남기는 스타일인데 여긴 많이 실망이라 남겨요..  2년전부터 강남에서 곱창 땡기면 여기갔는데 곱창이나 대창 둘다 갈수록 점점 질겨져서 먹기 힘들어짐. 이젠 절대 안가려함. 코로나로 힘드신지 직원분들 표정에 영혼도 없고 단체손님만 잘해주는 느낌? 기본으로 나오는 국은 깊은맛이 없고 맵기만 함. 볶음밥도 불판에 올리고 슥슥 대충 휘젓는게 다임....,0
3,무난,0
3,,0
2,너무질겨요ㅜㅜ,0
3,비싸긴한데 괜찮아요~,0
1,너무너무너무너무질겨서 삼킬수가 없네요ㅠㅠ,0
1,할말은 많지만 하지 않습니다,0
3,제 입맛엔 맛있었어요 다만 직원이 부족해서(?)인지 필요한거 주문할 때 제때 받기 힘들더라구요ㅠㅠ 볶음밥 안 시켰으면 섭할 뻔 했습니다 가게가 좀 더 깨끗하고 서비스가 좋았으면 진짜 자주 갈 것 같아요,0
3,그닥입니다,0
3,무난해요 볶음밥이 제일 맛있다..,0
5,,1
1,곱창은 먹을만하나 볶음밥이 매우 맛없다,0
1,별로 지금까지 먹어 본 곱창중에 제일 별로였음...ㅠㅠ,0
4,,1
4,,1
1,"기름이 빠지는 구조도 아니라서 직원 손을 안타고 먹을 수가 없는데, 직원분들이 너무 바쁘고 사람도 많아서 방치 당하기 쉽습니다... 원래 질긴건지 방치당해서 질겨진건지 곱창은 질겨서 아쉬웠습니다. 방치당하다가 집게라도 주십사 여쭤봤더니 젓가락으로 뒤집으면 된다고 하셔서 기름튀고 사람많고 무슨정신에 먹었는지 모르겠어요. 곱창먹으러가서 볶음밥 시킬 정신이 없었...",0
2,사람 너무 많다보니 신경을 잘 안써줌.. 곱창이 좀 질기기도 하고,0
1,저세상 잡내 고무같은 식감 첫입에 뱉고싶은심정 잡내 심하고 최악 턱운동하다 갑니다,0
1,ㅅ바 사장님 인성이 무엇??? ... 비추 비추 ,0
4,괜찮았어요 사람많은 곳~,1
3,점심 삽겹 꿀맛 냄새안나서 좋아요~,0
1,머리 하나로 묶은 머리긴(어깨는 넘었음) 여자 종업원이  안익은게 너무 잘 보이는데  그냥 가 더니  먹으라는건지 기다리라는건지 5분넘게 안오시길래  물어보니 다 익은거라고 하네요 사진상 으로 보이는 부분 보여주니 불 가장 쎄게 틀어주고 그냥 가시던데  덕분에 고기 다 타고 사진상  고기도 저희가 구웠어요 이럴꺼면 그냥 저희가 구울껄 그랬어요  고기도 추가...,0
3,먹기 편하게 해줌.,0
5,맛있게 배부르게 잘 먹고 핸드폰도 테이블 무선충전으로 만충하고. 마포점에 이어 방문한 강남점도 친절하고 맛있고 좋습니다.,1
4,비싸지만 맛있고 정갈하게 구워줘서 좋음,1
3,비싸지만 무난하니 좋았다,0
3,구워주는 떡이 진짜 맛있다. 양이 적다,0
4,모임 예약하기 좋은 식당.,1
2,맛있는데 양이 너무 적음...인당 2인분을 먹어도 배가 차는 느낌이 없음ㅜㅜㅜㅜ 회식으로 가기에 적당한 식당,0
4,맛맛,1
3,그냥 무난해요~,0
4,,1
3,,0
1,가격을 생각하면 다시는 가고싶지 않은 곳 화난 종업원이 태우듯이 구워주는 얇고 퍽퍽한 고기 취향이라면 강추 냄새 안나는 고깃집 사람이 많아서 의아한 곳,0
3,,0
4,2018.02.14 종로모임 신년회 전반적으로 괜찮다.고기질.찌게등  2018.06.08 입사동기 모임,1
1,종업원분들 무서워요. 두껍삼임데 고기 너무 얇아요. 점심이라 그럴지도 모르니 저녁에 다시 와서 보고 수정할께요.,0
4,,1
2,고기,0
5,육즙 좋은 삼겹살,1
5,,1
5,와우 곱 냄새도 안 나고 넘 맛난데요 꼬소하나 씹는맛이 굿입니다요 또 오고 싶으네요 ^^,1
5,완전 곱창 러버인데 곱창에서 냄새도 전혀 안났고 담백하면서도 고소한맛이 일품이었어요! 너무 질기지도 않아서 맛있게 먹고 왔네요 ^^ 담에 또 방문할게요~!,1
5,와이프가 곱창을 좋아해서 방문했는데 넘 맛있네요. 고소함과 담백함이 너무너무 맛있게 먹고 왔어요^^,1
5,곱창 먹을때 가운데 대파김치를 넣고 익히면 대파가 곱창의 기름을 무한정 빨아들여서 그냥 먹으면 셔서 먹을 수 없는 김치가 존맛으로 변합니다 꿀팁.. 다들 이렇게 한번 드셔보세요!  곱창 좋아하는 분들은 좋아하실 맛~,1
5,곱 완전 꽉차고 고소해서 넘넘 맛있더라구요~ 간만에 고소한 곱창먹어서 기분완전좋았어욥❤,1
5,와우 곱 냄새도 안 나고 넘 맛난데요 꼬소하나 씹는맛이 굿입니다요 또 오고 싶으네요 ^^,1
5,완전 곱창 러버인데 곱창에서 냄새도 전혀 안났고 담백하면서도 고소한맛이 일품이었어요! 너무 질기지도 않아서 맛있게 먹고 왔네요 ^^ 담에 또 방문할게요~!,1
5,와이프가 곱창을 좋아해서 방문했는데 넘 맛있네요. 고소함과 담백함이 너무너무 맛있게 먹고 왔어요^^,1
5,곱창 먹을때 가운데 대파김치를 넣고 익히면 대파가 곱창의 기름을 무한정 빨아들여서 그냥 먹으면 셔서 먹을 수 없는 김치가 존맛으로 변합니다 꿀팁.. 다들 이렇게 한번 드셔보세요!  곱창 좋아하는 분들은 좋아하실 맛~,1
5,곱 완전 꽉차고 고소해서 넘넘 맛있더라구요~ 간만에 고소한 곱창먹어서 기분완전좋았어욥❤,1
5,와우 곱 냄새도 안 나고 넘 맛난데요 꼬소하나 씹는맛이 굿입니다요 또 오고 싶으네요 ^^,1
5,완전 곱창 러버인데 곱창에서 냄새도 전혀 안났고 담백하면서도 고소한맛이 일품이었어요! 너무 질기지도 않아서 맛있게 먹고 왔네요 ^^ 담에 또 방문할게요~!,1
5,와이프가 곱창을 좋아해서 방문했는데 넘 맛있네요. 고소함과 담백함이 너무너무 맛있게 먹고 왔어요^^,1
5,곱창 먹을때 가운데 대파김치를 넣고 익히면 대파가 곱창의 기름을 무한정 빨아들여서 그냥 먹으면 셔서 먹을 수 없는 김치가 존맛으로 변합니다 꿀팁.. 다들 이렇게 한번 드셔보세요!  곱창 좋아하는 분들은 좋아하실 맛~,1
5,곱 완전 꽉차고 고소해서 넘넘 맛있더라구요~ 간만에 고소한 곱창먹어서 기분완전좋았어욥❤,1
5,대충 친구랑 밥 먹으러 들어갔다가 생각보다 맛있어서 괜찮았어요 사장님도 친절하시고 감사합니당,1
5,어후 소주 안먹고는 안될 맛이었어요 술마실 생각 없었는데;; 진짜 맛있게 잘 먹고 배터질거같다 하면서 나오면서도 여기 또 오자 하고 나왔네요,1
1,후기 알바들인가...? 그정도 아닌데 진심. ..,0
5,고소하니 양도 많아서 든든했어요~ 모듬구이 완전 대박..양도 적당하고 가격도 적당하네요 강추해요,1
5,곱창 고소하니 넘 맛있었어요 ㅎㅎ 대창은 처음이었는데 대창도 제 입맛에 딱 맞고 좋았어요 마지막에 볶음밥까지 든든히 잘 먹었습니다~,1
3,대창보단 곱창. ,0
1,곱창은 질기고 매장에 가서 먹는데 나무젓가락이라니!! 가격도 비싼데 나무젓가락에 종이컵. 어디 포장마차에서 먹는것도 아닌데...,0
4,맛있어여 곱이 가득가득,1
5,문래동에서 먹고 너무 만족해서 다시 간 곳 역시 배신하질 않는 맛이네요.  믿고 먹는 곱!! 나는 무조건 강추,1
5,곱창이 너무 통통하고 쫄깃한데 또 부드러워서 맛있게 먹었습니다~냄새도 안나고 신선한 곱창을 쓰시는거 같아요~마지막 볶음밥 까지 싹싹 먹었네요 ㅋㅋ,1
3,1년만에 다시 방문 평점 5점에서 3점으로 바꿔요 맛은 달라진게 없는데….,0
4,"맛있고 비쌉니다! 모둠2인분, 된장찌개",1
1,친구 추천으로 생일날에 일부러 주말에 방문.코로나로 손님도 없었고 테이블 자리도 텅 비었지만 시간이 몇분 남지 않았다는 이유로 고기도 많이 남았고 가격도 싸지 않은데 눈치없이 불판을 빼서 이해가 안대고 직원의 서비스도 너무 마음에 안듬...두번째 방문이지만 너무 실망이며 직원의 사과 하는태도도 너무 성의가 없어서 강남 매장은  두번다시 방문하고 싶지가 않네...,0
5,,1
5,김희X 직원분이 상당히 고기를 잘 구우십니다 ~ !,1
5,맛있습니다,1
5,흠 존맛인정 ,1
2,장점 - 1. 맛있음 2.콜키지 프리 3.위치  단점 - 1. ⭐️불친절⭐️ 말하고 있는데 무시하고 가는 직원은 처음 봄ㅋㅋ근데 더 짜증나는건 들어올 때 부터 기분 나빴는데 그 직원이 처음부터 끝까지 고기 구워줌 검정색 마스크 코 반까지만 쓰고 나이가 좀 있으시던 분^^ 옆테이블은 나이대가 높아서 그런지 열심히 설명해주더니ㅋㅋ 우리는 걍 고기만 구워 줌  ...,0
4,맛있음,1
2,"방문은 19시 50분쯤 했는데, 20시에 주문 마감하신다 함. 어느정도 먹고나서 추가로 이것저것 주문하고 싶어 아쉬웠지만, 사회적 거리두기 때문에 21시까지만 영업이 가능하고 나 또한 충분히 늦게 방문했음을 인지했으므로 이에 대해서는 불만이 없다.  좋은 점 - 고기 상태는 정말 좋고, 직원분들이 어느정도 구워주셔서 비교적 편하게 먹을 수 있다. 밑반찬 류...",0
5,,1
5,,1
4,분위기도 좋고 직원분도 친절하셔서 좋았어요!  설명 하나하나 친절하게 해주시고. 무엇보다 콜키지 프리라 좋아요,1
1,핵노맛 식당 분위기가 1점,0
5,"주말엔 점심특선 안 됨ㅠ 안 바쁠 때 가서 그런지 하나하나 잘 구워주시고 육즙 굿 미디움으로 먹어야 맛있다 함 사이드도 다 맛있다 하이볼, 고메볼(고량주 하이볼) 존맡탱 비싼 게 흠",1
5,맛있고 직원분들이 친절해서 좋아요. 가성비도 좋음. 생각보다 고기가 많이서 한꺼번에 안시키는걸 추천. 와인은 여기서 안마셔봐서 모르겠어요. 아마도..? 괜찮을듯,1
5,"새로 생겨서 정말 깨끗한 인테리어, 마감시간에 지켜봤는데 다 깨끗이 청소하길래 신뢰... 직접 구워주셔서 맛도 훌륭하고 소스나 찬도 좋았다. 와인콜키지도 병당1만원에 서비스가 좋다. 말 한마디를 해도 좋게 해주는 서비스에 기분이 좋은 곳. ",1
4,,1
2,,0
4,이모님이 너무 친절하시고 가게가 깨끗한편 항정살 괜찮고 된장찌개 맛있음,1
5,어쩌다 급하게 찾아서 간 곳이엇는데 고기 직접 맛잇게 구워주시구 고기 질도 좋고 기본으로 나오는 국물이 너무 술 재질이라 결국 낮술함 ㅎ.....존맛,1
5,,1
5,목살 퍽퍽하지 않고 맛있음:),1
5,"꽃삼겹, 통삼겹, 물냉, 된장찌개, 후식아이스크림",1
5,맛있게먹었다 융숭한대접에감사한다,1
5,맛은 항상 만족. 인테리어나 식탁 배치도 마음에 듦.,1
5,메뉴가 다 맛있네요. 후식 아이스크림도 좋습니다,1
5,고기도 맛나고 장소도 깨끗하게 잘되어 있습니다^^,1
4,이층집에서 질좋은고기와 맛있는음식을 먹으며 친구나 연인들의 즐거운시간과 좋은추억을 만들수있는 곳으로 최고의장소다,1
5,맛있네요. 고기도 다 구워주시고 만족했어요.,1
5,맛있다. 명이나물과 와사비도 줌. 꽃삼겹이 진짜로 꽃 모양으로 나온다.,1
4,"맛, 서비스, 분위기 아주 좋네요. 추천드립니다.",1
5,고기맛있당ㅎㅎ,1
5,고기도 구워주고 명이나물에 싸먹으면 진짜 존맛!!!,1
5,"삼겹살을 다 구워주시고, 특히 꽃삼겹살은 마치 소고기 차돌박이 같은 얇음. 꼭 드셔보세요",1
1,절대 안감. 고기상태도 별로고 비계덩어리줌 가 본 식당 중에 최악임. 직원 싸가지 없는건 덤 .,0
5,해물탕이 시원해서 술먹으러 갈때 딱 좋은것 같아요 고기고 맛있고 명이나물도 맛있어요!!,1
5,직원분들도 친절하시고 고기맛도 좋네요 ~ 다음에 또 방문할께욧,1
1,“남자” 사장이 엄청 불친절; 가지마세요,0
4,꽃삼겹 미쳤습니다... 목살도 묵직하고 좋아요 .. 가격이 있지만 충분히 그 값을 합니다. 디저트로 우유 아이스크림 있는데 이거 남녀노소 불문하고 즐길 수 있는 맛입니다 달달해요 ㅎ,1
4,무난무난  체인이라 거기서 거기,1
1,교대에 있는 이층집 자주가서 갔는데 반찬수도 뭔가 작고 엄청 불친절하네요.. 교대 생각하고 가지 마세요,0
2,,0
2,고기 구워주지 않음. 본점이나 다른 지점과 다른듯.  고기에서 냄새가 남. 다른 지점과 다른듯. 오득살 같은경유 다른 불판으로 알고 있는데 같은 뷸판 사용. 다른 지점과 다른듯. 기대감이 있는 부안집인데 좀 아쉬움,0
4,강남역근처에서 고기를 먹는다면 가볼만한 맛 쫀득살이 뭘까했는데 덜미살이었다! 평소 뒷고기에 애정이 있었다면 목살과 함께 고  ★ 절대비추 지인에 가지말라고 할 집 ★★ 재방문의사 없음/평범 혹은 그이하 ★★★ 괜찮음 누가 가자고하면 다시감 ★★★★ 맛있음 재방문의사 있음 ★★★★★ 추천 찐맛집,1
1,"불 약함, 숯 좀 추가해달라니까 끄적끄적 하더니 감.  숯불로 수비드하고옴. 다신안감",0
5,싸고 맛있어요 특히 양념이랑 사이드메뉴가 찰떡궁합 ㅠㅠㅠ 강남에 이런 맛집이라니,1
5,시끌벅적하고 붐벼서 대화는 힘들지만 고깃집은 다 그러니까요 ㅎㅎ 맛있어요 사이드도 완벽,1
5,"주차장이 있어서 편리했고, 인테리어는 깔끔무난하며 전체적으로 다 맛있습니다 특히 쫀득살이 대박이네요..",1
5,오랜만에 찐 고기 맛집입니다..매장 자체도 깔끔하고 음식도 깔끔하고 정갈해요!!! 솔직히 퀄리티 대비 가격 저렴하다고 생각해요. 사이드 메뉴도 맛있고..특히 쫀득살 최고에요!!♡ 사장님 너무 친절하세요 바쁘신데도 친절한 응대 해주셔서 기분좋게 먹었습니다~,1
5,고기 대 존 맛. 사이드도 맛있어요. 깔끔하기도 하귱,1
5,쫀득살 맛있어요,1
4,,1
4,,1
4,,1
4,,1
1,후기 신고해서 삭제하네요  두꺼비 닮은 알바가 불친절해요 많이불친절해요,0
5,제가 가본 냉동삼겹살집중 원탑. 호일 안쓰는게 가장 큰 장점.  냉동의 그 고유한 맛 굿입니다 고사리가 특히 굿굿 사장님은 친절하세요  알바들은 어딜가나 어쩔수없다고 생각함. 제가 갔을 땐 다들 친절하셨음,1
4,고사리 부시고 싶을 때 갑니다. 돈가스도 좋아요. ,1
5,저 왔을때는 직원분들 너무 친절하셧구용 싼맛에 먹기좋은 고기같아요!! 돼지냄새 예민하신분들께는 잡내가 좀 날수도있는데 1인분 4900원인거치곤 너무 맛잇게 먹었습니당~ 주전자 우동도 짱. 걍 음식들 다 싸고 양이 엄청많아요!,1
1,,0
1,사장인지 알바인지 모르겠는데 키180정도되고 안경안끼고 조끼패딩 입는 남자 진짜 ㅈㄴ 싸가지 없음 밥맛도 떨어질 정도임;; 진짜 가지마세요 돼지고기 3인분이상 주문해야하고 굳이 강남 변두리까지와서 먹을이유는 없다고 생각함 오지마세요,0
2,"가격에 딱 알맞은 맛.  가성비로는 나쁘지 않았으나 직원이 매우 불친절해요.  값이 저렴하더라도 음식을 적게 시킨것도 아니고 고기 5인분에 밥, 찌개까지 주문했습니다.   가게에 들어가자마자 인사 없고, 테이블 안내 없고, 이용안내 없었습니다. 선주문, 밑반찬 및 수저는 셀프인거 미리 알고 가서 상관은 없었지만 이 정도 응대는 기본적인거라고 생각합니다. 주...",0
4,,1
1,"진심으로 기분나쁘게 먹은곳 사장이랑 직원은 턱스크 아니면 마스크 벗고 손님상대하며 음식만지고있지않나 육회시켰더니 정말 간은 안돼있도 육회깻잎노른자비빈맛이라 소스달라하니 소스는없다하고,,(그럼 기본간이라도 잘해주던가,, 아니면 손님 이렇게 드셔보세요 혹은 저희가 간을 세게 안하는 식당이라서요 , 라는 액션정도는 취하는게 맞다 생각함) 손님들어올때 눈인사는커녕...",0
4,맛은 있으나 직원들이 너무 별로,1
3,이 동네 사는 사람이자 생활외식인으로서 그냥 드는 생각은 말입니다. 이 가격대의 삼겹살을 먹을생각을 하면서 조용한 룸으로 예약을 하겠다는 생각 자체를 하는 분들이 신기하다입니다. ,0
1,첫 주문이 기본 3인분부터면 1인분에 5000원이 아니라 7500원이죠~왜 거짓말 하시나요...?,0
3,저녁시간에 웨이팅 오십분 걸린 거 같은데 그정도 까지 기다릴 필요가? 싼 만큼 셀프서비스가 많고 위생적이진 않네여ㅜ ㅜ 웨이팅 하는데 먼저 예약한 사람들인지 몇 팀은 그냥 먼저 들어가구.. 저렴하지만 고생하면서 고기 먹고싶진 않네요,0
1,모임이 있어서 조용한 룸으로 원해서 예약하고 방문함. 예약시간에 맞춰서 방문했으나 룸 자리가 없다고 함. 예약을 했는데 왜 방이 없냐고 하니까 예약을 했어도 예약한 자리나 룸을 이용할수없다고함. 그게 무슨말이냐고 되물으니 예약을 해도 손님이 많다보니 그런 시스템이라고함. 그럼 예약을 왜 하게 하냐  예약시스템에 의미가 없지 않냐 여쭤봄 돌아오는 답변은 어쩔...,0
1,"최악. 어떻게저런직원들이 장사를 할수있나싶네요 예약은아무런 의미도 없고, 불친절에, 손님들이랑 대화가 아예 안되는 직원들밖에 없네요 싼맛에 가성비찾아 가시는거라면 다른곳을 방문하심이.......",0
4,삼겹살 가격대비 불만없음 돈까스 맛있음 셀프 배식대에 음식이 엥꼬나서 군대때 줄서서 배식하던것처럼 기다려서 배식받음. 다른 지역에서 이랬으면 별 한개지만 이 비싼 강남땅에서 이렇게 장사하는건 그 자체로 존중받고 의미 있다 생각함 근데 돈까스는 가격 제외하고 그냥 맛으로만 따져도 고퀄리티,1
1,화장실냄새나는 식당은 처음이었고 어디에 앉아도 냄새가 심해서 놀람. 앞치마도 지저분하고 냄새남. 전반적으로 위생 별로,0
5,개맛집.. 요즘 유튜브니 인스타니 완전 너무 많이 나오다보니 줄 서고 정신없어서 짜증. 돈가스 미침,1
5,끝내줌 차돌박이 존맛 두배는 두꺼운듯,1
4,냉동삼겹살 저렴하고 맛있게 먹을만함,1
2,싼맛에 먹는곳..,0
4,넘넘 맛있음,1
5,맛있습니다,1
5,이게 맛없을수가 있을까..?  노른자 톡 터트려서 슥슥 비벼 먹으면.... 아....눈물나....너무좋아......,1
4,가족들도 좋아해요~,1
4,맛있게 잘먹었어요,1
4,덮밥이 맛있어요,1
4,저녁 8시쯤에 갔는데 대창덮밥은 소진됐다고해서 항정살덮밥이랑 곱도리탕 시켰는데요 이렇게 실한 대창 첨봤어요..! 그래서 국물이 아무리 매콤하다고 한들 엄청엄청 느끼합니다ㅠㅠ 술안주로는 최고일 거 같아요.. 탕에 밥은 기본으로 나오니 둘이가시면 굳이 덮밥은 안 시켜도 될 것 같아요~ 배터지는 줄 알았습니다ㅎㅎ 직원 분들은 친절하셨어요 :),1
1,대창덮밥 인정 나머지는 모르겠네?,0
4,맛있어요,1
4,처음 먹어본 사람도 맛있게 먹을 수 있어요.,1
5,대창덮밥 진짜 맛있네요 근데 제가 느끼한걸 잘먹는 편인데 고추 양파 김치랑 먹어도 느끼한걸 잡는데는 한계가있네요.. 대창을 숯불에 초벌하고 양념이랑 볶으면 좀 덜 느끼하게 먹을수 있지 않을까 생각해봅니다,1
5,,1
4,와우 맛잇음 또올꺼임,1
5,존맛,1
5,너무 맛있네용 하핳,1
5,맛있슴맛있슴 진짜 맛있슴ㅠㅠㅠ,1
5,오픈시간 맞춰서 안가면 바로 웨이팅 생겨서 미리 가야하는 ㅈㅁㅌㄱㄹ 맛집…!!,1
3,이렇게 대기가 긴 맛집인줄 모르고 갔다가 엄청 기다림 예써라는 어플로 대기 하던데 혹시 갈 예정이면 어플로 확인하는거 추천함 곱도리탕은 맛있지만 대창 때문에 느끼했던 기억... 나중에 덮밥 먹으러 다시 와보고 싶긴함 ☻,0
5,대창 땡기면 대창덮밥 진짜 겁나 실하다,1
4,대창이 정말 실했고 낮술하기에 좋은 장소 대창덮밥이 추천메뉴 술종류는 적다,1
4,대창덮밥 맛있게 잘 먹었습니다!,1
4,첫 입이 제일맛있는 대창덮밥 둘이가면 무조건 다른덮밥이랑 시켜서 나눠먹어야함 느끼해서 다는 못먹음 근데 맛있음,1
4,,1
2,,0
1,단짠의 정석. 진짜 정석으로 달고 짬. 질리는 맛.  사장님이랑 와이프로 추정되는 서빙해주신 분 매우 친절하셨음. 친절하신것은 인정!  골목안에 작게 했을때 이전하기 전에도 갔었고 그 이후에도 갔는데 갈수록 더 달고 더 짜져서 안간지 꽤 됐는데..  안가게 된 이유는 너무 달고 너무 짜져서지..ㅡㅡ,0
